,GeneralRanking,Surname First name Club / Team,Cat.,Class.Cat.,Time,Difference/ 1st,Nationality
1459,1460,2125  - PINHEIRO MENDES Fernando CUF,V1H,615,44:42:46,25:40:52,PT
1460,1461,2790  - HO Kwok Wai Harrus LIFE FEVER,V1H,616,44:43:15,25:41:21,HK
1461,1462,1438  - FERNANDEZ Beatrice,V2F,13,44:43:19,25:41:25,FR
1462,1462,2419  - FERNANDEZ Jean,V2H,194,44:43:19,25:41:25,FR
1463,1464,2908  - PERRUCA Javier CLUB ALPINO MADRILENO,V1H,617,44:43:20,25:41:26,ES
1464,1465,2666  - PASQUER Yannick LES TRAILERS DU PIC ST LOUP,SEH,525,44:43:23,25:41:29,FR
1465,1466,1078  - PERDIGUER Miquel,SEH,526,44:45:07,25:43:13,ES
1466,1467,1205  - ROVIRA RUSIÑOL Josep,SEH,527,44:45:12,25:43:18,ES
1467,1467,2317  - HENRY Stephane LES FOULEES SAUSSINOISES,V2H,195,44:45:12,25:43:18,FR
1468,1469,2483  - ABDERRAHMANN Ahmed,V1H,618,44:45:16,25:43:22,FR
1469,1470,2648  - LEE Jacky,SEH,528,44:45:23,25:43:29,SG
1470,1471,1999  - HIGUCHI Hiroyuki,V1H,619,44:46:43,25:44:49,JP
1471,1472,2255  - YAP Min Yi Daniel,V1H,620,44:46:49,25:44:55,SG
1472,1473,793  - EREMEEVA Alevtina,SEF,59,44:47:03,25:45:09,RU
1473,1474,1425  - PILOIS Christophe,V2H,196,44:47:04,25:45:10,FR
1474,1475,2050  - POCHON Matthieu,V1H,621,44:47:42,25:45:48,FR
1475,1476,1466  - SIEGENFUHR Louis S/L NOGENT SUR OISE ATHLETISME,SEH,529,44:47:43,25:45:49,FR
1476,1477,2247  - KOTWICKI Mateusz STEP DOWN TO WIN,SEH,530,44:49:09,25:47:15,PL
1477,1478,1397  - TAKAISHI Jun 7SIG TRC,V1H,622,44:49:16,25:47:22,JP
1478,1479,2667  - YOSHINO Shinji OLPHYOUGO,V2H,197,44:50:12,25:48:18,JP
1479,1480,1260  - PREKOGACIC Zoran JUT/PSD Zeleznicar,V1H,623,44:50:43,25:48:49,RS
1480,1481,1863  - LAMEGO Jaime MULTIRUNNERS,V2H,198,44:51:05,25:49:11,PT
1481,1482,1879  - MATSUZAWA Nariyuki,V1H,624,44:51:24,25:49:30,JP
1482,1483,2072  - VERDIER Martin,V1H,625,44:51:26,25:49:32,FR
1483,1483,2074  - NAGANO Yuko,V1F,47,44:51:26,25:49:32,JP
1484,1485,2281  - FRANCO Antonio OS FINOS,V1H,626,44:51:36,25:49:42,PT
1485,1486,1231  - GRZELAK Justyna MARATON LESZNO,V1F,48,44:52:02,25:50:08,PL
1486,1486,2302  - GRZELAK Daniel MARATON LESZNO,V1H,627,44:52:02,25:50:08,PL
1487,1488,536  - YANG Jin Ho DREAM SUB 3,V1H,628,44:52:10,25:50:16,KR
1488,1489,1776  - PÉREZ LAFFONT Francisco José CXM VALENCIA,V2H,199,44:52:31,25:50:37,ES
1489,1490,1942  - ANDRE Loïc SPHENISCUS,V1H,629,44:52:51,25:50:57,FR
1490,1491,2465  - KUMAMOTO Tadaaki,V1H,630,44:53:03,25:51:09,JP
1491,1492,2054  - SATO Yoshitaka,SEH,531,44:53:04,25:51:10,JP
1492,1493,430  - FOUQUERAY Marie-Pierre CAP ENDURANCE,V1F,49,44:53:18,25:51:24,FR
1493,1494,1837  - HERVET Clement SALEVE TRAIL,SEH,532,44:53:31,25:51:37,FR
1494,1495,1074  - TOMLINSON Sam,V1H,631,44:53:37,25:51:43,GB
1495,1496,1065  - GINGREAU Frédéric,SEH,533,44:54:07,25:52:13,FR
1496,1497,2636  - CIBERT Patrick,V2H,200,44:54:11,25:52:17,FR
1497,1498,1337  - MARCELINO Cristiano EZK TEAM BRAZIL,SEH,534,44:54:12,25:52:18,BR
1498,1499,2198  - KRAJCAR Zelko,V1H,632,44:54:24,25:52:30,SE
1499,1500,2926  - WONG Howard EFCC KONG FOK CHURCH,SEH,535,44:54:51,25:52:57,HK
1500,1501,1153  - CHOI Pui Nang TEAM CTR X EFCC KONG FOK CHURCH,SEH,536,44:54:52,25:52:58,HK
1501,1501,1200  - CHI Jeffrey,V1H,633,44:54:52,25:52:58,HK
1502,1501,1420  - TSE King Pang EFCC KONG FOK CHURCH,V2H,201,44:54:52,25:52:58,HK
1503,1501,2620  - JIANG Jack KONG FOK CHURCH,SEH,536,44:54:52,25:52:58,AU
1504,1505,1173  - VALOT Nidal VISCACHA,SEH,538,44:55:06,25:53:12,DZ
1505,1506,2402  - CASTELLANE Yves NANCY TRAIL PULSATIONS,V2H,202,44:55:16,25:53:22,FR
1506,1507,1861  - DAGNINO Gean Ivan ULTRAS,V1H,634,44:55:32,25:53:38,MX
1507,1508,2879  - BATIZ BELTRAN Victor Manuel ULTRAS,V1H,635,44:55:34,25:53:40,MX
1508,1509,525  - HERMOSILLO Jorge CEMAC TOLUCA,V2H,203,44:55:35,25:53:41,MX
1509,1510,2563  - LEE Chesic KUMF,V1H,636,44:55:37,25:53:43,KR
1510,1511,1855  - VASILACHE Cristina,SEF,60,44:55:40,25:53:46,RO
1511,1512,2360  - FERRY Frédéric Pour les Yeux de Léonie,SEH,539,44:55:44,25:53:50,FR
1512,1513,739  - AUSTIN Kathryn,V1F,50,44:55:46,25:53:52,AU
1513,1514,2276  - HUSSON Gaétan VESOUL MARATHON,V1H,637,44:55:48,25:53:54,FR
1514,1515,2852  - YANG Jeong-Mi,V1F,51,44:55:52,25:53:58,KR
1515,1516,2628  - MARQUET Christophe ESPARTANOS,V2H,204,44:56:18,25:54:24,FR
1516,1517,2647  - NIKOLAIDIS Sergios FIT & FUN GYM,V1H,638,44:56:20,25:54:26,CY
1517,1518,2907  - LEMAIRE Nicolas,V1H,639,44:56:41,25:54:47,FR
1518,1519,2899  - MATSUNAMI Mitsutomo,V1H,640,44:57:40,25:55:46,JP
1519,1520,2425  - MORIN Julien,SEH,540,44:58:36,25:56:42,FR
1520,1521,1717  - TEKNETZIS Apostolos,SEH,541,44:58:52,25:56:58,FR
1521,1522,1741  - RODRIGUEZ Maximiliano,SEH,542,44:59:21,25:57:27,AR
1522,1523,1358  - MATOSEVIC Frederic SG HERICOURT,V1H,641,44:59:42,25:57:48,FR
1523,1524,2157  - LORRAIN Yoann SG Héricourt,V1H,642,44:59:46,25:57:52,FR
1524,1525,1746  - HARAGUCHI Ryusei,V1H,643,45:00:14,25:58:20,JP
1525,1526,1406  - GUERRA Ricardo Paredes Aventura,SEH,543,45:00:45,25:58:51,PT
1526,1527,2693  - WONG Wai Ming,V1H,644,45:01:16,25:59:22,HK
1527,1528,1961  - TOLOSA Damian ALQUIMISTAS,V1H,645,45:01:17,25:59:23,AR
1528,1529,1870  - ZABALA PASTOR Javier S.M. CLUB DE CORRER LA RABOSA,V1H,646,45:01:18,25:59:24,ES
1529,1530,2228  - ZMATLO Josef SMAJDACI KONAROVICE,SEH,544,45:01:20,25:59:26,CZ
1530,1531,2671  - LE HENANFF Jean Claude,V2H,205,45:01:37,25:59:43,FR
1531,1532,893  - KEELEY Clare,V1F,52,45:01:48,25:59:54,IE
1532,1533,1931  - HRAPKOVA Petra TRIAX,SEF,61,45:02:01,26:00:07,SK
1533,1533,2655  - JO Yong-Gook,V1H,647,45:02:01,26:00:07,KR
1534,1535,2432  - CELOIU Manuel,V1H,648,45:02:04,26:00:10,FR
1535,1536,2367  - NIETO BUENO Jose Carlos,V1H,649,45:02:24,26:00:30,ES
1536,1537,2373  - ESCUERO Francesc,V1H,650,45:02:25,26:00:31,ES
1537,1537,2679  - MOSESCU Ionut,SEH,545,45:02:25,26:00:31,RO
1538,1539,2309  - UEDA Kazuyuki,V1H,651,45:02:27,26:00:33,JP
1539,1540,2775  - SIMPSON David,V1H,652,45:02:33,26:00:39,GB
1540,1541,1141  - DRESCHER Anke,V2F,14,45:02:42,26:00:48,DE
1541,1542,449  - WANG Ruifang COLUMBIA,SEF,62,45:02:47,26:00:53,CN
1542,1543,879  - WONG Ian Tin-Yau,V1H,653,45:02:57,26:01:03,HK
1543,1544,2283  - LAYME Iván FGT-TEAM,SEH,546,45:02:58,26:01:04,BO
1544,1545,2332  - SEDILOT Manuel,V2H,206,45:03:02,26:01:08,FR
1545,1546,1921  - THERY Franck,V1H,654,45:03:08,26:01:14,FR
1546,1547,1989  - FOURNIER Sébastien,V1H,655,45:03:27,26:01:33,FR
1547,1548,528  - CYBRIWSKY Adrian,V1H,656,45:03:35,26:01:41,US
1548,1549,2063  - RASPLUS Alain AIX ATHLE PROVENCE,V2H,207,45:03:39,26:01:45,FR
1549,1550,2585  - KOBAYASHI Daiki ALL BLACKS SHIZUOKA,V1H,657,45:04:01,26:02:07,JP
1550,1551,2251  - ORITA Masato TEAM SHIRASAGI,V1H,658,45:04:25,26:02:31,JP
1551,1552,2680  - MURPHY Brendan,V1H,659,45:04:45,26:02:51,IE
1552,1552,2896  - HIRAYAMA Keiichirou,V2H,208,45:04:45,26:02:51,JP
1553,1554,764  - PONTILLO Maria Concetta TEAM SICILIA,V1F,53,45:05:14,26:03:20,IT
1554,1555,479  - DUPONT Ludovic AC WAMBRECHIES,V2H,209,45:05:35,26:03:41,FR
1555,1556,2264  - PERTILE Franck HAPPY RUNNING DIGOIN,V1H,660,45:05:59,26:04:05,FR
1556,1557,2197  - JANIAUD Pascal AC DRAVEIL,V2H,210,45:06:03,26:04:09,FR
1557,1558,2696  - ROUSSIER Nicolas ROCKY,V1H,661,45:06:04,26:04:10,FR
1558,1559,2534  - L'HOSTIS Yann ACVA,V2H,211,45:06:20,26:04:26,FR
1559,1560,2541  - BOISSEAU Sebastien,V1H,662,45:06:48,26:04:54,FR
1560,1561,529  - MORALEE Andrew Peter NORTHUMBERLAND FELL RUNNERS,V3H,11,45:07:08,26:05:14,GB
1561,1562,2494  - BOLLO SANVISEN Aleix PEDALA.CAT,V1H,663,45:07:10,26:05:16,ES
1562,1563,1369  - CODINA ALES Nuria PEDALA.CAT,V1F,54,45:07:12,26:05:18,ES
1563,1564,2016  - GIL PELLUCH David A TO TRAPO,SEH,547,45:07:20,26:05:26,ES
1564,1565,1678  - RAMOS CABRERA Carlos Antonio A TO TRAPO,V1H,664,45:07:22,26:05:28,ES
1565,1566,1640  - GARRIGUE Thierry,V1H,665,45:08:19,26:06:25,FR
1566,1567,1532  - HADIUK Jerome COACH SPORT SANTE,SEH,548,45:08:24,26:06:30,FR
1567,1568,1061  - EMILOVA Venelina,SEF,63,45:08:27,26:06:33,BG
1568,1569,1527  - HAN Kwang Seok MOK DONG,V2H,212,45:08:38,26:06:44,KR
1569,1570,1785  - STONE Tim,V2H,213,45:08:51,26:06:57,AU
1570,1571,1534  - LIU Chun Yin,V1H,666,45:09:51,26:07:57,CN
1571,1572,2040  - CAPELLE Rémi,SEH,549,45:09:53,26:07:59,FR
1572,1573,531  - FISSE Sébastien,V1H,667,45:10:35,26:08:41,BE
1573,1574,1158  - NYSTROM Janie,SEF,64,45:10:39,26:08:45,SE
1574,1575,2826  - SANCHO Xavier,SEH,550,45:11:10,26:09:16,ES
1575,1576,2178  - ZHANG Yong KONGFU PANDA,SEH,551,45:11:20,26:09:26,CN
1576,1577,2481  - VANDEWIELE Christoph #ULTRATRAILRUNNER,SEH,552,45:11:26,26:09:32,BE
1577,1578,1789  - BOUTET Cedric,SEH,553,45:11:29,26:09:35,BE
1578,1579,2518  - WAKANA Ryoichi,V1H,668,45:11:30,26:09:36,JP
1579,1580,438  - CHABANNIER Patrice AMSLF OXUBII,V1H,669,45:11:54,26:10:00,FR
1580,1581,2665  - PARKS Raymond,SEH,554,45:12:00,26:10:06,GB
1581,1582,2640  - BESSON Denis,SEH,555,45:12:12,26:10:18,FR
1582,1583,1104  - CRESSENT Jonathan,SEH,556,45:12:20,26:10:26,FR
1583,1584,1680  - BERNHARD Georg,V1H,670,45:12:36,26:10:42,AT
1584,1585,2542  - DRONNEAU Jean-Marie,V1H,671,45:13:01,26:11:07,FR
1585,1586,1351  - VEYRE Aurélia,V1F,55,45:13:16,26:11:22,FR
1586,1587,544  - PUJOL Vincent,V2H,214,45:13:17,26:11:23,FR
1587,1588,1692  - MAHOUDO Romain OLYMPIQUE CLUB CESSONNAIS DE NATATION,SEH,557,45:13:23,26:11:29,FR
1588,1589,1520  - TIMMERMANS Jean-Philippe SKYRUNNER,SEH,558,45:13:30,26:11:36,BE
1589,1590,517  - CLÉMOT Christophe,V1H,672,45:13:52,26:11:58,FR
1590,1591,2093  - GONCALVES Willy RAACE,V1H,673,45:14:22,26:12:28,FR
1591,1592,2441  - ANTOINE Gerard,V3H,12,45:14:36,26:12:42,FR
1592,1593,1584  - ILUNZE Robert STADE FRANCAIS TRIATHLON,V1H,674,45:14:52,26:12:58,FR
1593,1594,1341  - BLANCHET Vincent,V1H,675,45:15:12,26:13:18,FR
1594,1595,2630  - ZHANG Yuren GRPCEIBS01,V1H,676,45:15:16,26:13:22,CN
1595,1596,1208  - SHARLAND RIGGS Jennie NRG,V1F,56,45:15:19,26:13:25,AU
1596,1597,2722  - CHIABAUT Nicolas CREWSTACH,SEH,559,45:15:21,26:13:27,FR
1597,1598,1182  - LEBAS Severine LES TRAILERS DU PIC ST LOUP,V1F,57,45:15:24,26:13:30,FR
1598,1599,2538  - REYNARD Denis LES TRAILERS DU PIC ST LOUP,V1H,677,45:15:25,26:13:31,FR
1599,1600,2287  - PERRIN Alexandre,V1H,678,45:15:44,26:13:50,FR
1600,1601,511  - HECKMANN Christian MBDA SPORT ATHLETISME,V1H,679,45:16:11,26:14:17,FR
1601,1602,1935  - FUJITANI Akira JｰTREC,V1H,680,45:17:16,26:15:22,JP
1602,1603,1190  - GUILLOT Annie,V2F,15,45:18:25,26:16:31,FR
1603,1604,2674  - ZUBELLI Loris SIENARUNNERS,V1H,681,45:18:34,26:16:40,IT
1604,1605,2730  - PIACENTINI Alessandro,V1H,682,45:18:35,26:16:41,IT
1605,1606,1687  - PAOLINI Francesca,V1F,58,45:18:36,26:16:42,IT
1606,1607,2612  - FINS Augusto CAHORS TRAIL,V1H,683,45:18:51,26:16:57,FR
1607,1608,2828  - HONDA Hidetoshi TEAM PARIS MARATHON,V2H,215,45:19:11,26:17:17,JP
1608,1609,2137  - MOUSSEUX Benoit ADS LES ARCS,V2H,216,45:20:17,26:18:23,FR
1609,1610,1796  - SAITO Tadaaki,V1H,684,45:20:24,26:18:30,JP
1610,1611,2558  - ZHANG Yao Wei XIONGGE SPORT,SEH,560,45:21:36,26:19:42,CN
1611,1612,1350  - JOUANNE Marie-Clotilde LCBO,V1F,59,45:21:47,26:19:53,FR
1612,1613,998  - ELFVING Jesper LIKE2RUN.DK / DUUL.DK,V2H,217,45:21:50,26:19:56,DK
1613,1613,2510  - SHIOTA Yoshihide,V1H,685,45:21:50,26:19:56,JP
1614,1615,2091  - ERMACORA Marco MOUNTAIN TRAIL MAGNANO,V1H,686,45:21:55,26:20:01,IT
1615,1616,482  - TENCONI Florence S/L CO SAINT-DIZIER,V2F,16,45:22:12,26:20:18,FR
1616,1617,2482  - ZHANG Junhui 42 KM,V1H,687,45:22:20,26:20:26,CN
1617,1618,452  - LI Tiejun COLUMBIA,V1H,688,45:23:27,26:21:33,CN
1618,1619,1985  - LIU Wenrui,SEH,561,45:23:30,26:21:36,CN
1619,1620,760  - WIART David,SEH,562,45:23:33,26:21:39,FR
1620,1620,833  - CHAHL Tara,V1F,60,45:23:33,26:21:39,CA
1621,1622,2575  - GEREONSSON Staffan,V2H,218,45:24:00,26:22:06,SE
1622,1623,1026  - GANSEN Vera FLYING BOOSTY,V1F,61,45:24:21,26:22:27,DE
1623,1624,1632  - GIULIANI Stefania,V2F,17,45:24:39,26:22:45,IT
1624,1625,1923  - VACOSSIN François CA PICTAVE,V3H,13,45:24:41,26:22:47,FR
1625,1626,1467  - TEXIER Jean-Michel ST NAZAIRE RAID EVASION,V1H,689,45:24:46,26:22:52,FR
1626,1627,552  - DIOUJAKOV Aleksei DO NOT TIME FOR SMILING,V1H,690,45:24:49,26:22:55,RU
1627,1628,1909  - CHEN Weidong UTSPORTS,V1H,691,45:24:57,26:23:03,CN
1628,1629,2555  - MOREL Olivier,V1H,692,45:25:35,26:23:41,FR
1629,1630,2894  - LIU Yuen Tai HANG HANG/TSBR,V2H,219,45:25:37,26:23:43,CN
1630,1631,2254  - WONG Fai Kin FAITHWALKERS,V1H,693,45:26:20,26:24:26,HK
1631,1631,2516  - KWONG Chi Chun Rickie FAITHWALKERS,SEH,563,45:26:20,26:24:26,HK
1632,1633,2789  - ZELENIKA Gordan MOGU DUGO,V2H,220,45:26:28,26:24:34,HR
1633,1634,2866  - CROITORU Emilian TRAIESC SANATOS,V1H,694,45:26:35,26:24:41,RO
1634,1635,2807  - ERBGUTH Jörn,V2H,221,45:27:34,26:25:40,DE
1635,1636,2459  - TANNE Paul,V2H,222,45:27:46,26:25:52,FR
1636,1637,2311  - ARLAUT Stephane,V1H,695,45:28:19,26:26:25,FR
1637,1638,2435  - LAU Kim Wai,V1H,696,45:28:26,26:26:32,AU
1638,1639,1773  - JONES Ben NORTH NORFOLK BEACH RUNNERS,SEH,564,45:28:36,26:26:42,GB
1639,1640,2631  - ARNOLD Andrew N/A,V2H,223,45:29:33,26:27:39,GB
1640,1641,2557  - TOMLINSON Max,V2H,224,45:29:51,26:27:57,GB
1641,1642,1509  - BATTSON Elaine,V2F,18,45:30:55,26:29:01,GB
1642,1643,2876  - GAME-ARNAUD Nicolas,SEH,565,45:32:24,26:30:30,FR
1643,1644,2279  - CICHECKI Jakub,SEH,566,45:32:36,26:30:42,PL
1644,1645,2779  - CHAN Eric FAITHWALKERS,V1H,697,45:33:18,26:31:24,SG
1645,1646,2396  - ANDERSSON Tommy,V2H,225,45:34:32,26:32:38,SE
1646,1647,2633  - BAUMANN Franck,SEH,567,45:34:40,26:32:46,FR
1647,1648,2164  - DUMANOIR Geoffroy Chemios&Co,SEH,568,45:36:25,26:34:31,FR
1648,1649,2846  - LIM Mun Yin,SEF,65,45:36:33,26:34:39,MY
1649,1650,2570  - ZHANG Jie COFFEE XIAOLEHUI,SEH,569,45:36:47,26:34:53,CN
1650,1651,2811  - LEUNG Pak Hang,V1H,698,45:36:59,26:35:05,CN
1651,1652,2764  - FORGET Nicolas,SEH,570,45:37:59,26:36:05,FR
1652,1653,2389  - BONIFAZI Maurizio BANDA DEI MALANDRINI ASD,V2H,226,45:40:22,26:38:28,IT
1653,1654,2670  - MALEEDY Christian,SEH,571,45:41:04,26:39:10,GB
1654,1655,1504  - DECORNOY Narcisse,V1H,699,45:41:06,26:39:12,FR
1655,1656,2918  - SHUKAIME Rino Irwan,SEH,572,45:41:28,26:39:34,MY
1656,1657,2626  - FARBISZEWSKI Marek ORANGE POLSKA,V1H,700,45:41:37,26:39:43,PL
1657,1658,1896  - GARCIA BERCHE Beatriz ASS. ESP. INTEMPERIE,SEF,66,45:41:44,26:39:50,ES
1658,1659,436  - HSIEH Chang Lin TAIWAN BEAST RUNNER,SEH,573,45:42:06,26:40:12,TW
1659,1660,1642  - O'BRIEN Paul,V2H,227,45:42:28,26:40:34,AU
1660,1661,2258  - BEAUMONT Fabien TOWN TO TRAIL,V1H,701,45:42:50,26:40:56,FR
1661,1662,2045  - TORT ESPINA Jordi,V1H,702,45:44:06,26:42:12,ES
1662,1663,2550  - RONG Fan QUAN^2,V1H,703,45:45:33,26:43:39,CN
1663,1664,2508  - OKAZAKI Ryota,V1H,704,45:46:30,26:44:36,JP
1664,1665,1448  - ARDON-FRANSMAN Jolande,V2F,19,45:47:19,26:45:25,NL
1665,1666,2291  - GENDRY Yannick,V2H,228,45:47:22,26:45:28,FR
1666,1667,2607  - ROBERTS Mark,V2H,229,45:47:30,26:45:36,GB
1667,1668,1306  - DECROMBECQUE Herve CLUB SPORTIF IBM NICE SOPHIA,V1H,705,45:47:57,26:46:03,FR
1668,1669,1330  - BYRNE Clare,V2F,20,45:51:07,26:49:13,IE
1669,1670,2785  - NATRELLA Frédéric,V1H,706,45:51:29,26:49:35,FR
1670,1671,2156  - LIU Futing,SEH,574,45:52:56,26:51:02,CN
1671,1672,2801  - YAMASHITA Yusuke,SEH,575,45:53:17,26:51:23,JP
1672,1673,1750  - LEMAITRE Stéphane,V1H,707,45:53:48,26:51:54,FR
1673,1674,1155  - PARRINI Pierluigi CICLO CLUB QUOTA MILLE,V2H,230,45:54:34,26:52:40,IT
1674,1675,1775  - PACI Stefano CICLO CLUB QUOTA MILLE CORTONA,V2H,231,45:54:35,26:52:41,IT
1675,1676,2037  - COUSTEAU Alexandre,SEH,576,45:56:09,26:54:15,FR
1676,1677,2238  - BARCIA LASTRA Vladimir A.D. MOAL,V1H,708,45:56:22,26:54:28,ES
1677,1678,2554  - CHAN Kwok M27,V2H,232,45:57:36,26:55:42,HK
1678,1679,2713  - SUYAMA Tomio,V1H,709,45:57:38,26:55:44,JP
1679,1680,1996  - PLANUS Christian BIN/ENJAMBÉE,V2H,233,45:58:00,26:56:06,BE
1680,1681,2496  - KOLASIŃSKI Jarosław KTM,V2H,234,45:58:06,26:56:12,PL
1681,1682,495  - GUSHIKEN Robb,SEH,577,45:58:53,26:56:59,US
1682,1683,2270  - PELLIER-CUIT Yann,SEH,578,46:00:56,26:59:02,FR
1683,1684,2813  - JIANG Cheng,SEH,579,46:01:14,26:59:20,CN
1684,1685,2584  - FONTAINE Vincent AJ AUXERRE MARATHON,V2H,235,46:02:39,27:00:45,FR
1685,1686,2161  - STANGNES Eirik,V1H,710,46:13:40,27:11:46,NO
1686,1687,2705  - DUCH Emil ALIOR RUNNING TEAM,SEH,580,46:15:23,27:13:29,PL
